genes	log2FoldChange	pvalue
S100A13	0.059379578	0.788468569
S100A16	0.076355219	0.665728345
S100A4	-0.465764523	0.664399033
S100A6	0.129676342	0.283251107
SACM1L	0.632875621	0.036489322
SACS	-0.002727211	0.980280048
SAE1	0.376814485	3.43E-06
SAFB	0.161277354	0.153324584
SAFB2	0.006190002	0.847279312
SAMD4A	-0.30569905	0.506278506
SAMD4B	-0.431368589	0.053385962
SAMD9L	0.104869694	0.714139751
SAMHD1	-0.033044636	0.916479341
SAMM50	0.252761841	0.056749614
SAP18	0.350558937	0.009052364
SAP30BP	-0.189290166	0.151844052
SAR1A	0.183329761	0.007494522
SAR1B	-0.162889183	0.288721368
SARNP	-0.024550974	0.302833256
SARS1	-0.062591255	0.081417081
SARS2	-0.063277185	0.67632164
SART1	0.008042157	0.825818597
SART3	-0.027864039	0.59150343
SASH1	0.140818059	0.319561695
SBDS	0.095195234	0.194150472
SBNO1	0.197270036	0.543220431
SCAF11	0.045453846	0.739408603
SCAF4	0.488042057	0.444068147
SCAMP1	-0.129751146	0.437481886
SCAMP2	0.318067789	0.063000136
SCAMP3	0.077506602	0.424127101
SCARA3	0.213565997	0.743751119
SCARB1	0.147887766	0.120275439
SCARB2	0.036355257	0.822007117
SCARF1	-0.034590602	0.801417342
SCCPDH	0.47135973	0.001964901
SCD5	0.307588637	0.381783623
SCFD1	0.035617113	0.612625692
SCFD2	0.079394519	0.536181343
SCGN	0.26144135	0.29299861
SCLY	0.168407202	0.446659339
SCO1	0.221269608	0.217913654
SCOC	0.688135028	0.003700934
SCP2	-0.016531229	0.624878687
SCPEP1	0.522154272	0.236353783
SCRIB	0.120197713	0.380101683
SCRN1	0.445590615	0.008242699
SCRN2	0.099891365	0.508303205
SCYL1	0.040375471	0.771166517
SCYL2	-0.062823474	0.768564709
SDAD1	0.343065143	0.159793678
SDCBP	0.114023745	0.329310526
SDCCAG8	0.279480338	0.256661299
SDE2	0.128550768	0.09281823
SDF2	0.732537895	0.152157839
SDF2L1	0.000494123	0.995769471
SDF4	-0.018085182	0.872483306
SDHA	0.077705622	0.781779182
SDHB	-0.040344179	0.900572626
SDR39U1	0.708400011	0.00436575
SDSL	0.018268168	0.907856064
SEC11A	0.192891419	0.399006039
SEC13	0.498079002	0.358540483
SEC14L1	0.007598519	0.968413334
SEC14L2	0.405463815	0.035315822
SEC16A	-0.027675629	0.272435592
SEC22A	0.081633866	0.499107252
SEC22B	0.124447823	0.448890592
SEC23A	0.054464161	0.384503925
SEC23B	-0.024455428	0.846981028
SEC23IP	0.148531377	0.001546207
SEC24A	-0.05516088	0.573040869
SEC24B	0.091512561	0.104679253
SEC24C	0.038833618	0.541761257
SEC24D	-0.085712075	0.560691677
SEC31A	0.107641637	0.200170381
SEC61A1	-0.011984646	0.950680881
SEC61B	-0.025769234	0.926631209
SEC61G	-1.760154784	0.002345667
SEC62	0.161566794	0.197527939
SEC63	0.145921111	0.550670736
SECISBP2L	-2.285896341	0.005244792
SEH1L	-0.103474319	0.083559855
SEL1L	0.226510823	0.374595447
SELENBP1	0.121582448	0.251578249
SELENOF	-0.141840935	0.237591578
SELENOH	0.509831131	0.030102475
SELENOO	-0.13764596	0.22937453
SELENOS	0.681277961	0.0638544
SELENOT	0.745485127	0.079451309
SELENOW	-0.024709523	0.846885372
SELP	0.017875552	0.981872973
SEMA6B	0.090898931	0.589521096
SENP2	0.150874193	0.682580643
SENP3	0.090928078	0.5997506
SENP8	1.242696881	0.08394942
SEPHS1	0.210742831	0.005044362
SEPHS2	0.258154571	0.175703065
SEPTIN10	0.190983891	0.214034869
SEPTIN11	-0.028162479	0.638327981
SEPTIN2	0.081924319	0.57828766
SEPTIN6	-0.00815326	0.976081777
SEPTIN7	0.059435964	0.288228215
SEPTIN8	0.050549448	0.3989888
SEPTIN9	0.080951273	0.76821082
SERBP1	-0.099013805	0.572184165
SERF2	0.111579537	0.63205598
SERINC1	-0.022360682	0.875236667
SERPINA1	-1.10002979	0.143725026
SERPINA7	0.617910147	1
SERPINB1	0.235588551	0.264066221
SERPINB2	0.256310484	0.339362283
SERPINB6	0.369157612	0.346088992
SERPINB8	0.243082941	0.560172898
SERPINB9	0.232431531	0.12162856
SERPINE1	0.283251643	0.649951016
SERPINF1	0.164324173	0.713213238
SERPINH1	0.079117954	0.645674937
SESTD1	-0.420642082	0.46955321
SET	0.236409903	0.043128738
SETD3	0.089759231	0.288760436
SETD7	0.324815691	0.039264513
SF1	-0.040919542	0.26268789
SF3A1	-0.073335528	0.244812647
SF3A2	0.076697767	0.238373423
SF3A3	0.007054329	0.925711204
SF3B1	0.111964345	0.558428999
SF3B2	-0.04845345	0.572441976
SF3B3	0.010128558	0.812836698
SF3B4	0.639849603	0.007765646
SF3B5	0.133969128	0.085639313
SF3B6	0.234575331	0.242161585
SFPQ	0.083927929	0.368964623
SFSWAP	-0.191379011	0.161677167
SFT2D2	0.142381787	0.50841816
SFXN1	0.062818646	0.508954189
SFXN2	-0.073936522	0.664617279
SFXN3	0.052636802	0.855915757
SFXN4	-0.071564972	0.650526814
SGPL1	0.198405027	0.371460356
SGTA	0.168323755	0.230057325
SGTB	-0.280131578	0.125003485
SH2D3C	0.192567289	0.155027567
SH3BGRL	-0.22410959	0.167462089
SH3BGRL2	0.549555395	0.263289737
SH3BGRL3	0.130040884	0.068502692
SH3BP4	0.172036101	0.730917475
SH3BP5	0.133491993	0.622137722
SH3D19	-0.106606305	0.072481027
SH3GL1	0.028568089	0.760933094
SH3GLB1	-0.183141768	0.355900422
SH3GLB2	-0.011907369	0.967959869
SH3KBP1	0.014304221	0.948542147
SH3PXD2B	0.092145324	0.3307288
SH3RF1	-0.733053088	0.009738458
SH3TC1	-0.011784136	0.929171416
SHANK3	-0.069402814	0.385594877
SHB	0.330729544	0.042593008
SHC1	-0.129121542	0.107467482
SHE	0.082562327	0.633668174
SHFL	-0.30801034	0.054099819
SHMT1	-0.112056732	0.667600053
SHMT2	0.189611256	0.024423381
SHOC2	-0.859919935	0.240850473
SHPK	0.023023427	0.698059707
SHROOM2	0.012878478	0.905470143
SHROOM4	0.002870083	0.984344911
SHTN1	0.00800395	0.915235124
SIL1	0.188705444	0.266463318
SIPA1	0.243885279	0.011394703
SIRT2	0.30012399	0.046414547
SIRT5	-0.053619862	0.322559152
SKIV2L	-0.000890851	0.995539726
SKP1	-0.034248471	0.851342117
SLC12A2	0.050408721	0.800021629
SLC12A4	0.257552743	0.448401792
SLC12A7	0.006498694	0.969577331
SLC12A9	-0.549004197	0.003360947
SLC16A1	-0.002199113	0.993557904
SLC1A1	-0.790823519	0.01430693
SLC1A5	-0.361621857	0.190857134
SLC25A1	0.16997844	0.57473395
SLC25A10	-0.258677363	0.174635628
SLC25A11	0.091431201	0.491335668
SLC25A12	0.253611922	0.098791064
SLC25A13	0.081853569	0.114385301
SLC25A17	-0.317605317	0.529275148
SLC25A20	-0.002843797	0.977583512
SLC25A22	0.08372879	0.434103606
SLC25A24	0.163442373	0.398533036
SLC25A29	1.12814492	0.006762858
SLC25A3	0.298027277	0.090393293
SLC25A4	0.081449687	0.750081194
SLC25A48	0.154053926	0.700876573
SLC25A5	0.400655568	0.037174928
SLC25A6	0.132760704	0.400831069
SLC27A1	0.13993448	0.117855508
SLC27A3	0.849726677	2.14E-05
SLC27A4	-0.145802081	0.490351394
SLC2A3	0.226666927	0.525511797
SLC2A6	0.296627275	0.217707334
SLC30A1	0.10219866	0.907787018
SLC30A5	0.299813339	0.024795388
SLC30A7	-0.106715679	0.696207603
SLC30A9	-0.04513669	0.682760196
SLC33A1	0.132047858	0.76855858
SLC35A4	0.005756021	0.968473982
SLC35B2	-0.481991959	0.335072776
SLC35E1	0.119305074	0.608302152
SLC35F2	1.195704682	0.006117984
SLC35F6	0.113054931	0.799651919
SLC38A2	0.008509278	0.983752453
SLC38A9	0.063352942	0.717603804
SLC39A11	-0.215479821	0.460210852
SLC39A14	-1.478646517	1
SLC39A7	0.073344111	0.712818141
SLC3A2	0.011123419	0.956498406
SLC43A2	-0.053881764	0.823591933
SLC4A1AP	0.094259501	0.671698677
SLC7A11	1.141530991	1
SLC7A5	0.278821349	0.475570156
SLC7A7	-0.114322782	0.290155228
SLC9A1	-0.004583418	0.980417887
SLC9A3R1	0.003841579	0.988521229
SLC9A3R2	0.058582127	0.822937462
SLCO2A1	0.760669533	0.195507618
SLFN5	0.187103689	0.254304531
SLIRP	0.212597132	0.273752926
SLK	0.078196228	0.159553439
SLTM	-0.03179723	0.790656807
SLU7	0.050571561	0.627543527
SMAD1	0.30432719	0.226156911
SMAD2	-1.151939511	0.012245399
SMAD3	-0.235077143	0.052783476
SMAD4	0.470655739	0.136735459
SMAP	-0.04530561	0.700183587
SMAP2	-1.19893883	0.002973131
SMARCA1	0.358216865	0.277187747
SMARCA2	0.074938476	0.539859702
SMARCA4	0.102288008	0.603732178
SMARCA5	0.179908752	0.54422092
SMARCB1	0.609524608	0.014606061
SMARCC1	0.048125237	0.813592369
SMARCC2	0.098847151	0.079638822
SMARCD1	0.167122662	0.423847
SMARCD2	0.396285176	0.171587918
SMARCE1	0.322965384	0.379350072
SMC1A	0.01283884	0.822769825
SMC2	0.294907689	0.231639092
SMC3	0.014250278	0.888619763
SMC4	0.307852149	0.37893263
SMCHD1	0.218363047	0.285335359
SMG8	0.251875937	0.008967777
SMG9	0.209200144	0.011219588
SMN1	-0.028106332	0.9031575
SMNDC1	-0.017770469	0.854008669
SMPD4	0.075131834	0.769045304
SMS	0.590252995	0.0026907
SMTN	-0.033951759	0.852791052
SMU1	0.331559479	2.27E-05
SMYD3	0.032995582	0.804384623
SMYD5	-0.048858523	0.74184995
SNAP23	0.013028741	0.92268851
SNAP29	0.17474097	0.280493125
SNAPIN	0.08168447	0.52741755
SNCA	0.043338239	0.477208668
SNCG	-0.006026685	0.968530601
SND1	0.148386478	0.24570492
SNF8	0.233639836	0.138861205
SNIP1	0.082771003	0.186681278
SNRK	0.109061539	0.105210709
SNRNP200	0.182507098	0.003341093
SNRNP27	0.284582198	0.009151325
SNRNP40	-0.04021138	0.513342661
SNRNP70	0.028640389	0.611545842
SNRPA	-0.039309621	0.466521279
SNRPA1	0.136500537	0.15489228
SNRPB;SNRPN	0.100941777	0.470850115
SNRPB2	-0.019298792	0.872434461
SNRPC	0.504072487	0.010151212
SNRPD1	0.427498519	0.00885713
SNRPD2	0.040835619	0.6413372
SNRPD3	0.362892151	0.006735999
SNRPE	0.131862283	0.545248918
SNRPF	0.217689633	0.611423003
SNRPG	0.201725066	0.483531265
SNTB2	0.077359378	0.520587603
SNU13	0.219378889	0.223156987
SNUPN	2.103157052	9.23E-05
SNW1	-0.06238085	0.314085569
SNX1	0.055056989	0.508469998
SNX12	0.246590436	0.004078585
SNX16	-0.188629389	0.538369248
SNX17	-0.034567237	0.748646752
SNX18	0.1036129	0.488630118
SNX2	0.050959229	0.525936915
SNX27	0.022945166	0.787107929
SNX3	0.022426248	0.850327419
SNX4	-0.077257872	0.388145265
SNX5	0.237818599	0.248074216
SNX6	-0.072609127	0.412015203
SNX7	0.333837092	0.006114729
SNX8	0.096209645	0.531825279
SNX9	0.052840114	0.600949813
SOAT1	-0.155042291	0.403725055
SOD1	0.220399678	0.156131384
SOD2	0.102699101	0.866359744
SON	-0.00152266	0.979862716
SORBS1	-0.167396367	0.602372283
SORBS2	0.036385059	0.955828972
SORBS3	1.057372689	0.013853006
SORD	0.304728866	0.13139871
SP1	0.211057663	0.139444199
SP100	0.204445124	0.284862091
SP3	0.296026826	0.223232497
SPAG7	0.215477228	0.017067098
SPAG9	-0.018895805	0.678206885
SPARC	0.139326394	0.221040856
SPART	-0.076795697	0.475099413
SPATA20	-0.109012485	0.682721255
SPATA5	0.131800711	0.293197992
SPATS2	0.044457495	0.85049293
SPATS2L	0.059625328	0.400148318
SPC24	0.869464025	0.052483699
SPC25	-0.349679215	0.214537642
SPCS1	0.841632605	0.356754977
SPCS2	0.22064662	0.228518636
SPCS3	0.061664462	0.769045709
SPECC1L	0.192697465	0.028789165
SPG21	-0.041192055	0.676802801
SPG7	1.875558287	0.004243275
SPIRE1	-0.24210304	0.22515925
SPNS1	-0.718306959	0.027299798
SPR	0.006229043	0.939923172
SPRYD4	0.604050517	0.101503845
SPRYD7	-0.277443647	0.348800471
SPTAN1	0.064847171	0.490715911
SPTBN1	0.034063756	0.739050632
SPTBN2	0.031520307	0.890831293
SPTBN4	0.015307052	0.959163109
SPTLC1	0.213423431	0.35174829
SPTLC2	-0.012893021	0.862073905
SQOR	0.070800066	0.40555454
SQSTM1	-0.066289604	0.200916188
SRA1	-0.07858932	0.453031885
SRC	0.08909297	0.32292556
SREK1	0.34401685	0.215451506
SRGAP2	0.089370906	0.439388972
SRI	0.185530186	0.168962622
SRM	0.319945991	0.089540645
SRP14	0.059369445	0.561101808
SRP19	0.187821925	0.099084176
SRP54	0.119400918	0.30697761
SRP68	-0.010828316	0.861690626
SRP72	-0.0188815	0.807284682
SRP9	0.281035364	0.523583746
SRPK1	0.093193412	0.209371983
SRPK2	-0.069256723	0.766947059
SRPRA	0.332878828	0.177188636
SRPRB	0.144370973	0.302132491
SRPX	-0.27874738	0.542479275
SRR	-0.095298767	0.163700725
SRRM1	-0.010132492	0.929052822
SRRM2	0.001932383	0.967679493
SRRT	-0.015809655	0.569262114
SRSF1	0.016555309	0.647304288
SRSF10	0.15114373	0.148307028
SRSF11	-0.023581266	0.890415554
SRSF2	-0.245706856	0.003275196
SRSF3	-0.064651847	0.237861913
SRSF4	0.212804258	0.011848405
SRSF5	0.258571446	0.072083431
SRSF6	0.355042577	0.048485093
SRSF7	0.039054394	0.800663643
SRSF8	-0.078095794	0.615599673
SRSF9	0.016101182	0.799037799
SRXN1	-0.167271316	0.445912394
SS18	0.100655556	0.629296422
SSB	0.349015594	1.58E-06
SSBP1	-0.086381316	0.749132189
SSH2	-0.078759313	0.687322736
SSH3	0.095322907	0.59633416
SSNA1	0.091728032	0.60269251
SSR1	0.682435155	0.102200611
SSR3	0.169268131	0.478283591
SSR4	0.062628925	0.710375391
SSRP1	0.159698129	0.083360918
SSU72	1.897361298	0.000418671
ST13	0.027182877	0.930078222
STAB1	0.00286448	0.985167005
STAG1	-0.034651646	0.934591871
STAG2	0.015069008	0.917375734
STAM	-0.040828824	0.59170647
STAM2	0.471440732	0.002318422
STAMBP	0.021582305	0.890256588
STARD13	-0.071416736	0.718000056
STAT1	0.056699276	0.743405422
STAT2	-0.091329992	0.249413334
STAT3	0.101413608	0.080031535
STAT5A	0.110297203	0.878584288
STAT6	0.030672967	0.754151856
STAU1	0.035080969	0.737324857
STAU2	-0.066191018	0.586907
STEAP3	-0.189022183	0.181591973
STIM1	0.036451042	0.531308991
STING1	-0.081662297	0.600848374
STIP1	-0.045864284	0.404979493
STK10	-0.027987957	0.757293029
STK11	0.186318219	0.402472203
STK11IP	0.221665442	0.114751818
STK24	0.20531553	0.041262569
STK25	0.045474529	0.878377207
STK26	0.150970483	0.869701188
STK3	-0.060565352	0.427653616
STK38	0.156928539	0.211827305
STK39	0.058881998	0.738082051
STK4	-0.068614781	0.604678681
STMN1	-0.037989974	0.790112871
STOM	-0.019832075	0.827449535
STOML2	-0.032274485	0.798256082
STRAP	-0.020172179	0.422440925
STRBP	1.024623752	0.010915799
STRIP1	0.064277887	0.517271862
STRIP2	-0.053721577	0.798546883
STRN	0.022104621	0.830744518
STRN3	0.000631928	0.997371733
STRN4	0.036161542	0.624677497
STT3A	0.057331026	0.790957076
STT3B	0.109651983	0.693297275
STUB1	0.077803969	0.255716115
STX10	-1.590022624	2.90E-05
STX12	-0.034488142	0.798436675
STX16	0.247330407	0.32084982
STX17	0.013847113	0.987211075
STX18	0.149751604	0.138292432
STX3	0.039586186	0.798119382
STX4	0.02935189	0.558583802
STX5	0.15608716	0.500518438
STX6	-0.049599409	0.78346327
STX7	0.077763855	0.575910597
STX8	-0.046980023	0.797557557
STXBP1	0.251605749	0.032630818
STXBP2	0.078913093	0.180865135
STXBP3	0.272834182	0.101498253
SUB1	0.273329318	0.381749253
SUCLA2	0.146170974	0.392667055
SUCLG1	0.114800096	0.530628301
SUCLG2	0.017142236	0.834764552
SUGP1	0.001528442	0.987592003
SUGT1	0.059768379	0.401163623
SULT1A1	-0.34535861	0.414324138
SULT1A3;SULT1A4	-0.193296015	0.533617971
SULT1B1	0.028854251	0.946088051
SUMF2	-0.180395961	0.388776332
SUMO1	-0.059530854	0.474580717
SUMO2	0.166119576	0.260593001
SUMO3	-0.005122602	0.957371586
SUN1	-0.109339476	0.673093645
SUN2	0.00367862	0.987247212
SUOX	0.050576627	0.640272541
SUPT16H	0.09479779	0.095873826
SUPT5H	0.058516443	0.102600408
SUPT6H	0.061403334	0.249945585
SUPV3L1	0.020522594	0.931716617
SURF1	-0.224149048	0.185687306
SURF4	1.679797024	0.000228735
SURF6	0.078787267	0.553376563
SVBP	0.108629474	0.653886109
SVIL	0.026934743	0.418531817
SWAP70	0.075419486	0.747469204
SYAP1	0.10129261	0.22945029
SYBU	0.917878693	0.073584708
SYF2	1.491483462	0.030516783
SYMPK	-0.15651089	0.001275299
SYNCRIP	-0.020681798	0.87337363
SYNE1	-0.015572309	0.785445465
SYNE2	-0.134027779	0.347238691
SYNE3	-0.022786796	0.85269891
SYNGR2	-0.033501387	0.894642915
SYNJ1	0.034198642	0.776654699
SYNJ2	0.110531569	0.417422416
SYNJ2BP	0.396255195	0.010942214
SYNM	0.392234504	0.48461282
SYNPO	0.094662309	0.525658487
SYNRG	-0.185674727	0.165254142
SYTL4	-0.194826245	0.582791095
SZRD1	-0.072735429	0.498473264
TAB1	0.28620255	0.079727993
TAB2	-0.11681062	0.39373928
TACC1	0.014493048	0.827980726
TACC2	0.073307395	0.754371325
TACO1	0.087867439	0.504031754
TACSTD2	-0.095814109	0.801381342
TAF15	-0.030335784	0.772747493
TAF4	1.37241568	0.011439091
TAF8	-0.01631999	0.874635402
TAGLN	0.121369064	0.80552957
TAGLN2	0.436959863	0.002070285
TALDO1	0.257962406	0.126348567
TAMM41	0.086303711	0.652278504
TANC1	0.020400763	0.800287583
TANK	0.103959978	0.514676218
TAOK1	0.082273364	0.225869662
TAOK2	-0.019334972	0.91502818
TAOK3	0.06264776	0.565956355
TAP1	-0.116836488	0.373407165
TAP2	0.033468246	0.814244586
TARBP2	0.096848071	0.337360977
TARDBP	0.270615637	0.071469186
TARS1	0.077786684	0.167460756
TASOR	-0.281017389	0.193732854
TASOR2	-0.145044208	0.519106629
TATDN1	0.064430535	0.785358797
TAX1BP3	0.131650448	0.437650524
TBC1D10A	0.103241286	0.81095777
TBC1D10B	-0.081576943	0.689540547
TBC1D13	-0.090664387	0.100994511
TBC1D15	-0.141284645	0.008597179
TBC1D2	-1.265728576	0.031027713
TBC1D22A	0.194809139	0.042136507
TBC1D23	0.348692665	0.345093281
TBC1D24	0.031217217	0.811060062
TBC1D2B	-0.093745053	0.487147074
TBC1D4	-0.131203175	0.387933518
TBC1D5	0.070239425	0.201465367
TBC1D9B	0.001202703	0.984003383
TBCA	0.083090723	0.378110122
TBCB	0.04063952	0.876235314
TBCC	-0.076007843	0.337943428
TBCD	0.066110671	0.52108156
TBCE	0.271444798	0.158410412
TBCEL	0.737481833	0.03822867
TBK1	-0.041456878	0.639742961
TBL1XR1	0.150628328	0.045455009
TBL2	0.116969526	0.66460486
TBL3	0.03867805	0.645308698
TBRG4	0.347205937	0.061860094
TCAF1	0.12742275	0.627511055
TCAF2	0.428928137	0.000767719
TCEA1	0.02270472	0.874486306
TCEAL3	-0.017617762	0.791060107
TCEAL4	0.132411122	0.521625708
TCERG1	-0.056540787	0.378097737
TCF25	0.022999525	0.836599427
TCF4	0.106924832	0.452095841
TCIRG1	-0.015681028	0.93871937
TCOF1	0.039938688	0.59837872
TCP1	0.172375381	0.024537252
TDP2	0.194013278	0.601044372
TDRD7	0.017912388	0.892375047
TDRKH	-0.017649055	0.912191624
TECPR1	-0.0501436	0.769691549
TECPR2	-0.076242864	0.419109501
TECR	0.356593549	0.002908911
TEK	-0.036551774	0.663291755
TELO2	0.629047304	0.026448901
TEP1	-0.284456879	0.558077351
TERF2	0.088922024	0.710650153
TERF2IP	0.091710985	0.512003428
TES	0.029731274	0.55592642
TESPA1	-0.065192461	0.752617651
TEX10	0.052967548	0.77509571
TEX264	0.006860375	0.978666757
TF	-0.043151855	0.881988158
TFAM	-0.048388302	0.607233472
TFB2M	-0.682384936	0.027166561
TFCP2	1.379004058	0.006911397
TFE3	-0.094583829	0.630206683
TFG	0.006761134	0.97312974
TFIP11	0.120920658	0.202535232
TFPI	-0.209773183	0.531090982
TFRC	0.256393671	0.142432767
TGFB1I1	0.047928393	0.810848203
TGFBR2	-0.099484265	0.176868172
TGM2	0.020284057	0.878833255
TGOLN2	-0.029128253	0.847383525
THBS1	-0.025110185	0.954448223
THBS4	-0.163724359	0.737426199
THEMIS2	-0.458614886	0.149916705
THNSL1	-0.023242275	0.954875468
THOC1	0.018920898	0.68118511
THOC2	0.19783774	0.585651636
THOC3	0.194723547	0.272405273
THOC5	0.634772122	0.00942002
THOC6	0.050304472	0.539464104
THOC7	0.25099355	0.23561948
THOP1	0.010340333	0.922027306
THRAP3	0.076703608	0.032389329
THTPA	-0.163420022	0.597632765
THUMPD1	0.159745872	0.120727004
THUMPD3	0.971165717	0.000113789
THYN1	-0.105463743	0.271626602
TIA1	0.154048145	0.106421844
TIAL1	0.116279066	0.231906136
TIE1	0.106526852	0.12915983
TIGAR	-0.098569155	0.035014831
TIMM10	0.121374249	0.549964087
TIMM10B	-0.125813305	0.301633434
TIMM13	-0.242349744	0.015075419
TIMM21	0.14575243	0.395322152
TIMM22	1.957856715	1
TIMM23;TIMM23B	0.004666567	0.956273926
TIMM29	-0.007588387	0.955857726
TIMM44	-0.049683332	0.517240234
TIMM50	-0.008654892	0.925386019
TIMM8A	-1.356885135	0.007601385
TIMM8B	-0.040004849	0.690472903
TIMM9	-0.062030017	0.251029087
TIMMDC1	0.157658935	0.48592982
TIMP2	-0.082641363	0.679585343
TINAGL1	0.011460185	0.971804719
TIPRL	-0.248459399	0.003712165
TJAP1	0.708129585	0.026479175
TJP1	-0.034682751	0.252333793
TJP2	0.042246401	0.847777463
TK2	0.159079969	0.610806812
TKFC	-0.020243466	0.92234566
TKT	0.144242644	0.217274743
TLE3	0.052418947	0.593593149
TLE5	0.317963716	0.523639254
TLN1	0.003100574	0.93219202
TLN2	-0.066380143	0.737695151
TM4SF18	0.519780238	0.304808872
TM9SF1	-0.153678119	0.443373512
TM9SF2	0.108847141	0.777449158
TM9SF3	0.050351322	0.83055777
TM9SF4	0.323359847	0.290478502
TMA7	0.006248116	0.970150372
TMCC3	-0.045340002	0.801598574
TMCO1	0.433109581	0.216394513
TMED1	0.062115754	0.865588266
TMED10	0.027877331	0.863491068
TMED2	0.00388056	0.991676066
TMED4	0.105156481	0.391415783
TMED5	0.401202679	0.367086924
TMED7	0.639597297	0.060034964
TMED8	-0.284755766	0.043848652
TMED9	0.164927065	0.372000268
TMEM106B	0.33395347	0.199814928
TMEM109	0.102681994	0.424638626
TMEM115	0.187141478	0.482641008
TMEM123	-0.018280029	0.859716083
TMEM126B	-0.099843979	0.389347151
TMEM165	0.112875342	0.698118437
TMEM168	-0.073744927	0.75159968
TMEM175	-0.252844203	0.705444357
TMEM179B	0.553869835	0.082844169
TMEM181	0.231188118	0.142202722
TMEM184C	0.452097535	0.197135104
TMEM205	0.075084507	0.572688102
TMEM209	0.339444846	0.416075636
TMEM214	0.085110188	0.693561691
TMEM258	0.176825941	0.612480891
TMEM263	0.024131536	0.820891411
TMEM30A	-0.008089066	0.962127805
TMEM33	0.117180228	0.72354826
TMEM43	0.199527442	0.262113362
TMEM65	-0.071889264	0.894979186
TMEM67	0.047339559	0.912831156
TMEM87A	0.267988563	0.031921272
TMF1	-0.136403561	0.466640022
TMLHE	0.20741725	0.692961195
TMOD2	0.210924149	0.093355789
TMOD3	-0.115216434	0.03047586
TMPO	0.113802135	0.769843864
TMSB10	-0.103247404	0.559182688
TMSB15A;TMSB15B	-0.132598937	0.43251825
TMSB4X	-0.055336237	0.285096573
TMSB4Y	0.07556206	0.850168226
TMTC3	0.232234538	0.53864754
TMX1	0.074095607	0.707996478
TMX2	0.180697918	0.327612551
TMX3	0.038014412	0.871794425
TNFAIP2	0.282898784	0.441766701
TNFAIP8	2.170135558	0.001591691
TNFAIP8L1	1.34858646	0.00034703
TNFAIP8L3	0.170187294	0.556438985
TNFRSF10B	-0.208722591	0.223283746
TNFRSF10C	0.137490451	0.691714618
TNIK	0.160057366	0.04984631
TNKS1BP1	-0.024060786	0.874244424
TNPO1	0.079268873	0.215294721
TNPO2	0.058277011	0.491305447
TNPO3	-0.07200247	0.57115772
TNS1	-0.017506778	0.947818984
TNS3	0.148477316	0.507530791
TOE1	0.144718707	0.39682625
TOLLIP	0.335666597	0.006861781
TOM1	0.037983	0.795307539
TOM1L2	0.140869319	0.098963581
TOMM20	0.144611597	0.525403675
TOMM22	-0.197197378	0.139013605
TOMM34	0.209934711	0.035475257
TOMM40	-0.190780759	0.061459939
TOMM5	0.016474783	0.96124941
TOMM6	-0.001885116	0.996825602
TOMM70	0.241231799	0.001005407
TOP1	0.14962846	0.656699376
TOP2A	-0.162635922	0.723049038
TOP2B	0.265921175	0.395107337
TOR1A	0.122399628	0.651303753
TOR1AIP1	0.12964642	0.343956131
TOR1AIP2	-0.033647001	0.819983681
TOR2A	-0.109980643	0.539210055
TOR4A	0.610068798	0.037233791
TP53BP1	-0.029122174	0.777040309
TP53I11	-0.026330829	0.934828347
TP53I3	0.028998256	0.449075094
TP53RK	0.488224268	0.115154714
TPD52L2	-0.039177895	0.493613098
TPI1	0.045848668	0.688834346
TPM1	0.205230772	0.053569768
TPM2	0.211807191	0.141755695
TPM3	0.107722223	0.608342358
TPM4	0.022989929	0.913484285
TPMT	0.122086048	0.158967284
TPP1	-0.087748706	0.483372449
TPP2	0.043854535	0.480441883
TPR	0.002795935	0.911722701
TPRG1L	0.240312278	0.097290862
TPRKB	0.364056945	0.197970814
TPST1	-0.250478888	0.60345946
TPT1	-0.009973049	0.804188298
TRA2A	0.218282163	0.627363573
TRA2B	0.490526259	0.180233156
TRABD	0.253380656	0.008179619
TRADD	0.185935795	0.302032899
TRAF2	-0.195364773	0.096539288
TRAF3	-0.094162643	0.778306788
TRAFD1	0.060033321	0.441707356
TRAP1	0.039837658	0.552872618
TRAPPC10	-0.313264787	0.101457752
TRAPPC11	0.145491153	0.669965065
TRAPPC12	-0.00805521	0.899150321
TRAPPC2L	0.431087315	0.017926918
TRAPPC3	0.096045434	0.298434482
TRAPPC4	0.149502158	0.506942103
TRAPPC5	0.050390363	0.621439026
TRAPPC6B	1.46758765	0.001717496
TRAPPC8	0.044334352	0.552261788
TRIAP1	-0.257660449	0.009985864
TRIM16	0.067595065	0.789512102
TRIM21	-0.112666547	0.705583032
TRIM22	0.215977907	0.101906402
TRIM24	-0.124344468	0.138863666
TRIM25	-0.065845966	0.585166643
TRIM26	0.040223658	0.723735625
TRIM28	0.094994128	0.345543384
TRIM3	0.146425933	0.527200035
TRIM32	-0.261339128	0.049474245
TRIM33	-0.016731552	0.943905866
TRIM4	-0.051120996	0.684284643
TRIM47	0.157512188	0.413712697
TRIM5	0.217686355	0.001095536
TRIM56	-0.097839773	0.170475938
TRIM65	0.102919102	0.583321097
TRIO	0.151618958	0.561915294
TRIOBP	0.048263133	0.548340274
TRIP10	0.059920013	0.695237808
TRIP11	0.054440498	0.558629149
TRIP12	-0.089753449	0.634515218
TRIP13	0.21814847	0.172522995
TRIP4	-0.01922065	0.912282651
TRIP6	0.209340632	0.363035999
